,pdfsize,metadata size,pages,xref Length,title characters,images,text,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,JS,Javascript,OpenAction
8917,101.0,283.0,1.0,30.0,0.0,12.0,0.0,29.0,29.0,17.0,17.0,2.0,2.0,7,1.0,0.0,0.0,0.0
3418,12.0,180.0,1.0,77.0,0.0,0.0,0.0,42.0,42.0,26.0,26.0,1.0,1.0,13,3.0,0.0,0.0,1.0
7398,67.0,345.0,6.0,206.0,16.0,0.0,1.0,168.0,168.0,150.0,150.0,0.0,0.0,2,0.0,0.0,0.0,0.0
906,4.0,456.0,2.0,13.0,16.0,0.0,1.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
9045,16.0,260.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
351,15.0,180.0,1.0,10.0,0.0,0.0,0.0,26.0,25.0,3.0,3.0,1.0,1.0,2,1.0,1.0,2.0,1.0
7304,33.0,485.0,4.0,259.0,55.0,0.0,1.0,60.0,60.0,24.0,24.0,2.0,2.0,7,8.0,0.0,0.0,0.0
2261,8.0,180.0,1.0,10.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
5090,9.0,180.0,12.0,167.0,0.0,0.0,1.0,19.0,19.0,6.0,6.0,2.0,2.0,7,1.0,1.0,2.0,0.0
6485,87.0,283.0,1.0,35.0,0.0,17.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
8155,39.0,392.0,2.0,50.0,34.0,0.0,1.0,118.0,118.0,22.0,22.0,2.0,2.0,7,2.0,0.0,0.0,0.0
3096,9.0,180.0,1.0,9.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0
951,17.0,250.0,1.0,10.0,8.0,0.0,0.0,15.0,15.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2.0,0.0
6723,54.0,298.0,2.0,17.0,0.0,2.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
10920,56.178833405812156,369.17883340581216,3.3731436756616495,152.11943102698496,70.56682767618061,0.0,1.0,151.11943102698496,151.11943102698496,12.104580432278146,12.104580432278146,2.0,2.0,7,3.3731436756616495,0.0,0.0,1.0
6336,71.0,272.0,1.0,21.0,0.0,1.0,0.0,28.0,28.0,16.0,16.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2304,4.0,180.0,1.0,14.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
2844,9.0,180.0,1.0,216.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
9741,22.0,229.0,12.0,48.0,0.0,0.0,1.0,171.0,171.0,15.0,15.0,2.0,2.0,7,3.0,0.0,0.0,1.0
1728,1.0,180.0,1.0,111113.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
9323,140.0,271.0,1.0,79.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
9008,27.0,260.0,1.0,12.0,0.0,1.0,0.0,24.0,24.0,4.0,3.0,1.0,1.0,2,3.0,0.0,0.0,1.0
7835,77.0,388.0,2.0,283.0,24.0,0.0,1.0,96.0,96.0,88.0,88.0,0.0,0.0,10,4.0,0.0,0.0,0.0
10004,76.0,365.0,1.0,16.0,16.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1857,11.0,180.0,0.0,16.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
10677,54.767355977598605,288.9062037983874,1.8836779887993012,82.67355977598602,0.0,2.651033966397903,1.0,32.348966033602096,32.348966033602096,28.465288044802797,28.465288044802797,0.0,0.0,7,1.8836779887993012,0.0,0.0,0.0
1749,3.0,180.0,1.0,16.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
8705,209.0,271.0,1.0,156.0,0.0,58.0,1.0,56.0,56.0,14.0,14.0,2.0,2.0,7,11.0,0.0,0.0,0.0
2527,14.0,256.0,1.0,16.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0
62,4.0,180.0,1.0,14.0,0.0,0.0,0.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
16,1.0,180.0,1.0,111714.0,0.0,0.0,0.0,11.0,11.0,3.0,3.0,0.0,1.0,1,1.0,3.0,4.0,0.0
7782,90.0,385.0,2.0,481.0,17.0,0.0,1.0,74.0,74.0,67.0,67.0,0.0,0.0,12,3.0,0.0,0.0,0.0
6237,40.0,410.0,7.0,54.0,11.0,1.0,1.0,31.0,31.0,9.0,9.0,3.0,3.0,10,3.0,0.0,0.0,0.0
3518,7.0,246.0,1.0,10.0,8.0,0.0,0.0,8.0,7.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3123,5.0,223.0,1.0,15.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1658,17.0,377.0,9.0,29.0,19.0,0.0,1.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
4494,9.0,180.0,1.0,9.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0
9074,23.0,298.0,1.0,12.0,0.0,1.0,0.0,418.0,418.0,63.0,63.0,1.0,1.0,2,56.0,0.0,0.0,0.0
2888,2.0,180.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
7639,98.0,357.0,2.0,973.0,14.0,0.0,1.0,55.0,55.0,48.0,48.0,0.0,0.0,12,3.0,0.0,0.0,0.0
2983,95.0,180.0,1.0,9.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2406,4.0,180.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,2.0,0.0
5293,10.0,180.0,22.0,36.0,0.0,0.0,0.0,17.0,17.0,3.0,3.0,1.0,1.0,2,1.0,2.0,3.0,0.0
9064,24.0,260.0,1.0,12.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
5218,18.0,180.0,1.0,10.0,0.0,0.0,0.0,21.0,21.0,11.0,11.0,1.0,1.0,2,1.0,5.0,6.0,0.0
313,8.0,180.0,1.0,10.0,0.0,0.0,0.0,15.0,15.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
10366,53.90070373385621,298.0,2.0,17.0,0.0,2.0,0.0,11.24824066535947,11.24824066535947,3.0992962661437877,3.0992962661437877,2.0,2.0,7,1.0496481330718939,0.0,0.0,0.0
3946,464.0,275.0,1.0,51.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
6554,81.0,272.0,1.0,21.0,0.0,1.0,0.0,40.0,40.0,28.0,28.0,2.0,2.0,7,1.0,0.0,0.0,0.0
963,16.0,180.0,1.0,10.0,0.0,0.0,0.0,29.0,29.0,1.0,1.0,1.0,1.0,2,25.0,1.0,1.0,1.0
4862,4.0,502.0,2.0,14.0,12.0,0.0,1.0,12.0,13.0,5.0,5.0,1.0,1.0,2,1.0,3.0,4.0,0.0
6032,91.0,283.0,1.0,32.0,0.0,14.0,0.0,31.0,31.0,19.0,19.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2545,2.0,180.0,1.0,11.0,0.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
10391,397.4406926480746,306.5593073519254,8.118614703850792,517.9828570454152,12.694891763080633,24.37298706613715,1.0,100.2032899930927,100.2032899930927,31.779567052322534,31.779567052322534,2.0,2.0,5,8.983030292695554,0.0,0.0,0.2881385296149208
5334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,18.0,18.0,4.0,4.0,1.0,1.0,2,1.0,3.0,4.0,1.0
4996,75.0,330.0,1.0,16.0,1.0,-1.0,2.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
1653,3.0,180.0,1.0,111612.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
5790,47.0,335.0,2.0,32.0,8.0,0.0,1.0,31.0,31.0,7.0,7.0,1.0,1.0,2,2.0,0.0,0.0,0.0
8741,25.0,297.0,7.0,37.0,0.0,0.0,1.0,36.0,36.0,8.0,8.0,1.0,1.0,2,7.0,0.0,0.0,0.0
10,4.0,211.0,1.0,28.0,0.0,0.0,0.0,14.0,14.0,6.0,6.0,1.0,1.0,2,1.0,3.0,4.0,0.0
10322,388.868127116374,312.15064267126337,118.05202488782298,420.4627919982013,27.024201779842972,5.230490667066381,1.0,61.48699377804425,61.48699377804425,24.717484445110635,24.717484445110635,3.7434968890221274,3.7434968890221274,9,16.743496889022126,0.0,0.0,0.0
5150,34.0,477.0,3.0,72.0,90.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
2692,4.0,256.0,1.0,15.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2347,75.0,256.0,1.0,36.0,0.0,12.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
4120,8.0,180.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1.0
7980,72.0,398.0,1.0,381.0,14.0,0.0,1.0,60.0,60.0,53.0,53.0,0.0,0.0,12,3.0,0.0,0.0,0.0
4237,94.0,180.0,1.0,9.0,0.0,0.0,0.0,10.0,10.0,2.0,2.0,1.0,1.0,2,0.0,1.0,2.0,0.0
7450,96.0,380.0,2.0,1043.0,30.0,0.0,1.0,125.0,125.0,117.0,117.0,0.0,0.0,10,4.0,0.0,0.0,0.0
2957,80.0,296.0,1.0,84.0,8.0,1.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
10259,74.4025519844227,356.51739128344457,2.1948960311545855,423.97448015577294,14.0,0.0,1.0,139.98724007788647,139.98724007788647,35.88166350152663,35.88166350152663,3.207655953268122,3.207655953268122,9,2.8051039688454145,0.5974480155772927,1.1948960311545853,0.0
10445,119.52308972600923,283.0,1.0,40.7436324200308,0.0,22.743632420030796,0.0,43.871816210015396,43.871816210015396,31.8718162100154,31.8718162100154,2.0,2.0,7,1.0,0.0,0.0,0.0
9160,21.0,260.0,1.0,12.0,0.0,1.0,0.0,85.0,85.0,19.0,19.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9335,27.0,283.0,1.0,10.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6845,60.0,262.0,1.0,21.0,0.0,1.0,0.0,28.0,28.0,25.0,25.0,0.0,0.0,7,1.0,0.0,0.0,0.0
9995,77.0,341.0,1.0,16.0,14.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2150,1.0,180.0,1.0,111612.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
1821,12.0,180.0,1.0,8.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
6400,80.0,265.0,1.0,21.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9243,126.0,283.0,1.0,34.0,0.0,16.0,0.0,36.0,36.0,7.0,7.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1669,12.0,180.0,1.0,9.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8967,29.0,260.0,1.0,12.0,0.0,1.0,0.0,58.0,58.0,28.0,28.0,2.0,2.0,7,6.0,0.0,0.0,0.0
8561,130.0,346.0,3.0,139.0,52.0,86.0,1.0,118.0,118.0,113.0,113.0,0.0,0.0,7,3.0,0.0,0.0,0.0
4352,9.0,180.0,1.0,9.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
5166,37.0,411.0,4.0,75.0,69.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
6869,76.0,262.0,1.0,21.0,0.0,1.0,0.0,12.0,12.0,4.0,4.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2361,306.0,180.0,1.0,9.0,0.0,0.0,0.0,73.0,73.0,18.0,18.0,7.0,7.0,16,1.0,5.0,6.0,0.0
9165,27.0,298.0,1.0,12.0,0.0,1.0,0.0,28.0,28.0,16.0,16.0,2.0,2.0,7,1.0,0.0,0.0,0.0
8113,91.0,365.0,13.0,497.0,53.0,1.0,1.0,194.0,194.0,36.0,36.0,4.0,4.0,10,20.0,0.0,0.0,0.0
8715,100.0,422.0,12.0,1242.0,52.0,36.0,1.0,290.0,290.0,67.0,67.0,4.0,4.0,10,13.0,0.0,0.0,0.0
4506,9.0,180.0,1.0,216.0,0.0,0.0,0.0,10.0,10.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3.0,0.0
1138,17.0,180.0,1.0,10.0,0.0,0.0,0.0,19.0,19.0,1.0,1.0,1.0,1.0,2,15.0,1.0,1.0,1.0
6736,76.0,272.0,1.0,21.0,0.0,1.0,0.0,32.0,32.0,20.0,20.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1683,11.0,180.0,1.0,9.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
6344,46.0,279.0,2.0,36.0,0.0,2.0,1.0,184.0,184.0,17.0,17.0,2.0,2.0,7,1.0,0.0,0.0,0.0
664,17.0,250.0,1.0,15.0,0.0,0.0,0.0,12.0,12.0,3.0,3.0,1.0,1.0,2,0.0,2.0,3.0,0.0
8716,26.0,362.0,4.0,207.0,65.0,4.0,1.0,28.0,28.0,7.0,7.0,2.0,2.0,7,4.0,0.0,0.0,0.0
10015,78.0,360.0,1.0,16.0,7.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9783,38.0,306.0,3.0,211.0,0.0,0.0,1.0,30.0,30.0,9.0,9.0,2.0,2.0,7,4.0,0.0,0.0,0.0
1457,10.0,180.0,0.0,16.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4879,77.0,180.0,1.0,7.0,0.0,0.0,0.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
6430,77.0,262.0,1.0,21.0,0.0,1.0,0.0,28.0,28.0,16.0,16.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1484,15.0,394.0,8.0,27.0,14.0,0.0,1.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
8402,282.0,355.0,2.0,539.0,31.0,0.0,1.0,91.0,91.0,44.0,44.0,2.0,2.0,7,2.0,0.0,0.0,0.0
10199,97.24998426221418,283.0,1.0,30.75001573778581,0.0,12.750015737785809,0.0,13.500031475571618,13.500031475571618,9.250110164500661,9.250110164500661,0.49996852442838247,0.49996852442838247,7,1.0,0.0,0.0,0.0
8851,157.0,304.0,5.0,115.0,0.0,0.0,1.0,111.0,111.0,20.0,20.0,2.0,2.0,7,6.0,0.0,0.0,0.0
9958,74.0,369.0,1.0,16.0,16.0,-1.0,2.0,8.0,7.0,2.0,2.0,1.0,1.0,2,1.0,0.0,1.0,1.0
9433,147.0,252.0,28.0,143.0,0.0,2.0,1.0,175.0,175.0,52.0,52.0,2.0,2.0,7,46.0,0.0,0.0,0.0
3829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,44.0,39.0,19.0,19.0,0.0,0.0,2,2.0,1.0,1.0,1.0
6432,32.0,298.0,1.0,12.0,0.0,1.0,0.0,12.0,12.0,4.0,4.0,2.0,2.0,7,1.0,0.0,0.0,0.0
407,17.0,250.0,1.0,15.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5596,95.0,581.0,1.0,171.0,13.0,1.0,1.0,29.0,29.0,26.0,26.0,0.0,0.0,7,1.0,0.0,0.0,0.0
3649,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,35.0,35.0,1.0,1.0,1.0,1.0,2,31.0,1.0,1.0,1.0
6574,76.0,283.0,1.0,29.0,0.0,11.0,0.0,24.0,24.0,12.0,12.0,2.0,2.0,7,1.0,0.0,0.0,0.0
729,14.0,371.0,1.0,16.0,16.0,-1.0,2.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
8459,112.0,283.0,1.0,58.0,0.0,40.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1454,1.0,180.0,1.0,111113.0,0.0,0.0,0.0,8.0,7.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1004,3.0,250.0,1.0,15.0,0.0,0.0,0.0,14.0,14.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
7451,87.0,421.0,2.0,607.0,29.0,0.0,1.0,73.0,73.0,67.0,67.0,0.0,0.0,7,2.0,0.0,0.0,0.0
8608,226.0,305.0,4.0,723.0,6.0,30.0,1.0,121.0,121.0,74.0,74.0,2.0,2.0,7,4.0,0.0,0.0,0.0
3223,8.0,180.0,1.0,10.0,0.0,0.0,0.0,40.0,40.0,8.0,8.0,2.0,2.0,7,2.0,1.0,1.0,2.0
9984,77.0,316.0,1.0,16.0,16.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
8821,151.0,227.0,13.0,105.0,0.0,0.0,1.0,104.0,104.0,23.0,23.0,1.0,1.0,2,13.0,0.0,0.0,1.0
8831,16.0,249.0,2.0,40.0,0.0,0.0,1.0,39.0,39.0,10.0,10.0,2.0,2.0,7,2.0,0.0,0.0,0.0
9081,23.0,298.0,1.0,13.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
718,8.0,180.0,1.0,11.0,0.0,0.0,0.0,21.0,21.0,10.0,10.0,1.0,1.0,2,2.0,0.0,0.0,0.0
10649,84.0,262.7376521911336,1.0,21.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8900,11.0,229.0,6.0,31.0,0.0,0.0,1.0,30.0,30.0,8.0,8.0,1.0,1.0,2,6.0,0.0,0.0,0.0
1813,2.0,180.0,1.0,7.0,0.0,0.0,0.0,72.0,72.0,55.0,55.0,1.0,1.0,2,1.0,5.0,6.0,0.0
3491,8.0,180.0,2.0,13.0,0.0,0.0,0.0,8.0,7.0,2.0,2.0,1.0,1.0,2,1.0,2.0,1.0,1.0
6693,77.0,262.0,1.0,21.0,0.0,1.0,0.0,114.0,114.0,23.0,23.0,2.0,2.0,7,1.0,0.0,0.0,0.0
558,5.0,180.0,1.0,8.0,0.0,0.0,0.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
10133,79.78057965858925,357.1245766264774,2.0,423.18742943774623,30.09371471887312,0.0,1.0,55.343996967888174,55.343996967888174,49.343996967888174,49.343996967888174,0.0,0.0,10,2.0,0.0,0.0,0.0
6055,49.0,279.0,4.0,43.0,0.0,4.0,1.0,38.0,38.0,15.0,15.0,1.0,1.0,2,4.0,0.0,0.0,0.0
1050,17.0,180.0,1.0,10.0,0.0,0.0,0.0,15.0,15.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
1176,14.0,256.0,1.0,16.0,0.0,0.0,0.0,16.0,16.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
10648,96.61581676065931,378.23163352131866,2.0,816.0866465486082,14.0,0.0,1.0,61.97363873223447,61.97363873223447,55.97363873223447,55.97363873223447,0.0,0.0,10,2.0,0.0,0.0,0.0
8906,11.0,252.0,3.0,20.0,0.0,0.0,1.0,19.0,19.0,4.0,4.0,2.0,2.0,7,3.0,0.0,0.0,0.0
2915,75.0,349.0,1.0,16.0,16.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3830,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9956,345.0,371.0,1.0,60.0,59.0,1.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4071,8.0,255.0,1.0,10.0,13.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
9387,25.0,226.0,2.0,56.0,0.0,14.0,1.0,114.0,114.0,79.0,79.0,2.0,2.0,7,4.0,0.0,0.0,0.0
4188,7.0,180.0,1.0,11.0,0.0,0.0,0.0,19.0,19.0,1.0,1.0,1.0,1.0,2,15.0,1.0,1.0,1.0
9760,14.0,252.0,6.0,32.0,0.0,0.0,1.0,35.0,35.0,11.0,11.0,2.0,2.0,7,7.0,0.0,0.0,0.0
9822,35.0,294.0,4.0,196.0,0.0,0.0,1.0,39.0,39.0,14.0,14.0,2.0,2.0,7,5.0,0.0,0.0,0.0
7187,60.0,226.0,3.0,230.0,0.0,0.0,1.0,107.0,107.0,70.0,70.0,2.0,2.0,7,2.0,0.0,0.0,0.0
4872,78.0,324.0,1.0,16.0,16.0,-1.0,2.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
11106,53.04922142307299,380.57642739103284,2.0,94.92616786539051,26.024610711536496,0.0,1.0,105.67487023717884,105.67487023717884,33.024610711536496,33.024610711536496,2.0,2.0,2,2.0,2.0,3.0,0.0
6646,86.0,262.0,1.0,21.0,0.0,1.0,0.0,128.0,128.0,21.0,21.0,2.0,2.0,7,1.0,0.0,0.0,0.0
3632,5.0,218.0,1.0,10.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2,0.0,1.0,1.0,1.0
4611,4.0,326.0,2.0,13.0,16.0,0.0,1.0,15.0,15.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2.0,0.0
6612,68.0,262.0,1.0,21.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
2019,29.0,310.0,1.0,18.0,22.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9285,29.0,295.0,1.0,22.0,12.0,0.0,1.0,33.0,33.0,12.0,12.0,2.0,2.0,7,1.0,0.0,0.0,0.0
3067,29.0,310.0,1.0,18.0,22.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3972,9.0,180.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0
5401,58.0,320.0,16.0,70.0,37.0,0.0,1.0,69.0,69.0,18.0,18.0,2.0,2.0,7,16.0,0.0,0.0,0.0
3376,31.0,255.0,1.0,10.0,6.0,0.0,0.0,9.0,9.0,2.0,2.0,1.0,1.0,2,0.0,0.0,0.0,0.0
665,15.0,256.0,1.0,16.0,0.0,0.0,0.0,20.0,20.0,6.0,6.0,1.0,1.0,2,5.0,1.0,2.0,1.0
2253,9.0,180.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
2656,6.0,218.0,1.0,10.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
10670,300.17192131589684,409.7274524629092,1.5959573770011213,2517.242557379933,17.91914754002243,0.4040426229988786,1.0,27.09084917903028,27.09084917903028,11.93936065501682,11.93936065501682,0.8080852459977572,0.8080852459977572,8,0.4040426229988786,0.5959573770011214,1.1919147540022428,0.0
2149,127.0,180.0,1.0,8.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
3059,78.0,350.0,1.0,16.0,16.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
7508,86.0,382.0,2.0,329.0,24.0,1.0,1.0,122.0,122.0,51.0,51.0,2.0,2.0,7,2.0,0.0,0.0,0.0
1534,15.0,224.0,0.0,20.0,7.0,0.0,0.0,35.0,35.0,1.0,1.0,1.0,1.0,2,31.0,1.0,1.0,1.0
803,8.0,180.0,1.0,11.0,0.0,0.0,0.0,26.0,25.0,3.0,3.0,1.0,1.0,2,1.0,1.0,2.0,1.0
8548,130.0,305.0,2.0,507.0,6.0,27.0,1.0,121.0,121.0,78.0,78.0,2.0,2.0,7,6.0,0.0,0.0,0.0
6696,90.0,283.0,1.0,38.0,0.0,20.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
10717,47.41683495138719,257.5831650486128,3.0,29.71805227777673,0.0,1.9807303958337257,0.33975653472209144,39.019269604166276,39.019269604166276,12.698782673610458,12.698782673610458,2.0,2.0,7,3.679513069444183,0.0,0.0,0.6602434652779086
413,3.0,180.0,1.0,10.0,0.0,0.0,0.0,10.0,10.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2.0,0.0
2930,12.0,180.0,1.0,77.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,2.0,1.0,1.0
7989,85.0,368.0,3.0,592.0,14.0,0.0,1.0,45.0,45.0,42.0,42.0,0.0,0.0,7,1.0,0.0,0.0,0.0
10145,80.5952752933337,262.0,1.0,21.0,0.0,1.0,0.0,31.0,31.0,19.0,19.0,2.0,2.0,7,1.0,0.0,0.0,0.0
5929,76.0,262.0,1.0,21.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
5368,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,14.0,14.0,4.0,4.0,1.0,1.0,2,3.0,2.0,2.0,0.0
4771,4.0,180.0,1.0,14.0,0.0,0.0,0.0,22.0,22.0,5.0,5.0,0.0,0.0,2,1.0,0.0,0.0,0.0
4084,9.0,180.0,1.0,9.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0
9521,35.0,288.0,13.0,180.0,0.0,0.0,1.0,226.0,226.0,69.0,69.0,2.0,2.0,7,65.0,0.0,0.0,0.0
6720,91.0,283.0,1.0,32.0,0.0,14.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
10245,30.242446633339085,298.0,1.0,12.0,0.0,1.0,0.0,26.0,26.0,14.0,14.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9130,30.0,260.0,1.0,12.0,0.0,1.0,0.0,31.0,31.0,28.0,28.0,0.0,0.0,7,1.0,0.0,0.0,0.0
